"Código","Nombre","Régimen","Dirección","Localidad","Teléfono","Fax","Latitud","Longitud","Titularidad","CIF","Comarca","Email","Web","Servicios complementarios"
"Código: 03010491","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN BLAS","Régimen: PÚBLICO","Avenida DEL DOCTOR RICO, 11","03005 - ALACANT","965 93 63 50   ","965 93 63 51","38,353268","-0,498333","GENERALITAT VALENCIANA","CIF: Q5355547J","L'ALACANTÍ","03010491@edu.gva.es","mailto:03010491@edu.gva.es","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03001490","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN FERNANDO","Régimen: PÚBLICO","Calle CIUDAD REAL, 33","03005 - ALACANT","965 93 63 60   ","965 93 63 61","38,35475","-0,499086","GENERALITAT VALENCIANA","CIF: Q5355546B","L'ALACANTÍ","03001490@edu.gva.es","http://mestreacasa.gva.es/web/0300149000","Transporte; Comedor; Biblioteca; Aula de idiomas; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03001660","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN FRANCISCO DE ASÍS","Régimen: PÚBLICO","Calle CEFEO, 82","03006 - ALACANT","965 93 73 70   ","965 93 73 71","38,347631","-0,515231","GENERALITAT VALENCIANA","CIF: Q5355545D","L'ALACANTÍ","03001660@edu.gva.es","http://mestreacasa.gva.es/web/0300166000","Transporte; Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03001659","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN GABRIEL","Régimen: PÚBLICO","Calle MÚSICO JOSÉ ALCARAZ PÉREZ, 4","03008 - ALACANT","965 93 63 80   ","965 93 63 81","38,33102","-0,514774","GENERALITAT VALENCIANA","CIF: Q5355544G","L'ALACANTÍ","03001659@edu.gva.es","http://mestreacasa.gva.es/web/0300165900","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 03009725","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN NICOLÁS DE BARI","Régimen: PÚBLICO","Calle GENERAL ROS DE OLANO, 20","03010 - ALACANT","965 93 63 70   ","965 93 63 71","38,360882","-0,48592","GENERALITAT VALENCIANA","CIF: Q5355543I","L'ALACANTÍ","03009725@edu.gva.es","http://mestreacasa.gva.es/web/0300972500","Comedor; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03000710","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SAN ROQUE","Régimen: PÚBLICO","Calle VILLAVIEJA, S/N","03002 - ALACANT","965 93 70 45   ","965 93 70 46","38,346721","-0,47826","GENERALITAT VALENCIANA","CIF: Q5355542A","L'ALACANTÍ","03000710@edu.gva.es","http://mestreacasa.gva.es/web/0300071000","Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03001957","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANTÍSIMA FAZ","Régimen: PÚBLICO","Calle BARÍTONO PACO LATORRE, S/N","03015 - ALACANT","965 93 63 90   ","965 93 63 91","38,377459","-0,485252","GENERALITAT VALENCIANA","CIF: Q5355060D","L'ALACANTÍ","03001957@edu.gva.es","http://mestreacasa.gva.es/web/0300195700","Transporte; Comedor; Aula Informática; Biblioteca; Aula música; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 03010399","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA SANTO DOMINGO","Régimen: PÚBLICO","Plaza TOMÁS VALCÁRCEL DEZA, S/N","03005 - ALACANT","965 93 73 00   ","965 93 73 01","38,348152","-0,501906","GENERALITAT VALENCIANA","CIF: Q5355193C","L'ALACANTÍ","03010399@edu.gva.es","http://mestreacasa.gva.es/web/0301039900","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03014149","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA VORAMAR","Régimen: PÚBLICO","Calle SALABRE, 9","03540 - ALACANT","965 93 73 20   ","965 93 73 21","38,361004","-0,42171","GENERALITAT VALENCIANA","CIF: Q5350014F","L'ALACANTÍ","03014149@edu.gva.es","http://mestreacasa.gva.es/web/0301414900","Comedor; Biblioteca; Laboratorio/Taller; Aula música; Gimnasio; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 03000722","COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA 9 D'OCTUBRE","Régimen: PÚBLICO","Calle PINOSO, 27","03012 - ALACANT","965 91 90 20   ","965 91 90 21","38,359595","-0,480952","GENERALITAT VALENCIANA","CIF: Q5355187E","L'ALACANTÍ","03000722@edu.gva.es","http://mestreacasa.gva.es/web/0300072200","Biblioteca; Laboratorio/Taller; I. Deportivas; Inglés; Adscrito al programa de banco de libros"
"Código: 03019135","CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES CRUZ ROJA ESPAÑOLA","Régimen: PRIVADO","Glorieta DE LA SOLIDARIDAD, 1","03005 - ALACANT","965 91 86 41   ","965 91 82 29","38,354563","-0,507629","ASAMBLEA PROVINCIAL DE LA CRUZ ROJA ESPAÑOLA","","L'ALACANTÍ","mes.alicante@cruzroja.es","mailto:mes.alicante@cruzroja.es","Comedor; Cafetería/Bar; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; I. Deportivas"
"Código: 03013078","CENTRE AUTORITZAT ELEMENTAL DE MÚSICA ACADEMIA DE MÚSICA LUCENTUM","Régimen: PRIVADO","Calle CARDENAL BELLUGA, 3-3","L'ALACANTÍ","965 92 24 56   ","aclucentum@gmail.com","","","","","","03005 - ALACANT","mailto:aclucentum@gmail.com","Aula música"
"Código: 03020083","CENTRE AUTORITZAT D'ENSENYANCES ARTÍSTIQUES PROFESSIONALS DE MÚSICA ALTER MUSICI","Régimen: PRIVADO","Calle ISLA DE CORFÚ, 5","L'ALACANTÍ","968 23 46 59   ","secretariaalicante@altermusici.com","","","","","","03005 - ALACANT","mailto:secretariaalicante@altermusici.com","Salón actos; Aula música"
"Código: 03020150","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS ACADEF","Régimen: PRIVADO","Calle DE LA MADRE ELISEA OLIVER, 2","L'ALACANTÍ","669 70 45 87   ","contacto@acadef.es","","","","","","03005 - ALACANT","mailto:contacto@acadef.es",""
"Código: 03020630","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS AFENTD","Régimen: PRIVADO","Avenida VICENTE BLASCO IBÁÑEZ, 1","L'ALACANTÍ","965 24 62 72   ","info@afentd.com","","","","","","03005 - ALACANT","mailto:info@afentd.com","Transporte; Comedor; Cafetería/Bar; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Salón actos; Aula música; I. Deportivas; Gimnasio; Cursos de verano; Francés; Inglés; Valenciano"
"Código: 03021014","CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS ALICANTE ÉLITE SPORT","Régimen: PRIVADO","Calle ISLA DE CORFÚ, 5","L'ALACANTÍ","693 50 39 42   ","elitesportalicante@gmail.com","","","","","","03005 - ALACANT","mailto:elitesportalicante@gmail.com",""
"Código: 03016389","CENTRE DOCENT PRIVAT ESTRANGER BRITISH SCHOOL OF ALICANTE","Régimen: PRIVADO","Glorieta DEL REINO UNIDO, 5","03008 - ALACANT","965 10 63 51   ","965 10 80 96","38,313814","-0,520885","BRITISH SCHOOL OF ALICANTE, SA","","L'ALACANTÍ","info.kca@kingsgroup.org","mailto:info.kca@kingsgroup.org","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Gimnasio; I. Deportivas; Francés; Inglés; Castellano"
"Código: 03021555","CENTRE DOCENT PRIVAT ESTRANGER CENTRO EDUCACIÓN RUSIA","Régimen: PRIVADO","Calle CARMEN TATO, 15","L'ALACANTÍ","678 09 36 60   ","kativlad@gmail.com","","","","","","03005 - ALACANT","mailto:kativlad@gmail.com","Internado mixto; Biblioteca; Cursos de verano; Ruso"
"Código: 03017035","CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES MUNICIPAL D'ALACANT","Régimen: PÚBLICO","Calle PADRE MARIANA, 19","03004 - ALACANT","965 14 38 43   ","965 98 11 44","38,351206","-0,486888","AJUNTAMENT D'ALACANT","","L'ALACANTÍ","educacion@alicante-ayto.es","",""
"Código: 03019792","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE ACUARELAS","Régimen: PRIVADO","Calle CATRAL, 3-5","L'ALACANTÍ","966 08 65 75   ","info@escuelainfantilacuarelas.es","","","","","","03007 - ALACANT","mailto:info@escuelainfantilacuarelas.es",""
"Código: 03020769","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE ACUARELAS 2","Régimen: PRIVADO","Calle MÚSICO JOSÉ ALCARAZ PÉREZ- LOCAL 1,","L'ALACANTÍ","966 59 67 67   ","info@escuelainfantilacuarelas.es","","","","","","03008 - ALACANT","mailto:info@escuelainfantilacuarelas.es","Comedor; Cursos de verano"
"Código: 03019809","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE BRITANIA","Régimen: PRIVADO","Avenida ANSALDO, 14","L'ALACANTÍ","965 26 02 79   ","escuelainfantilbritania@gmail.com","","","","","","03016 - ALACANT","mailto:escuelainfantilbritania@gmail.com",""
"Código: 03020629","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE CHILDREN ISLA TABARCA","Régimen: PRIVADO","Calle ECUADOR (URB. ISLA TABARCA/SAN GABRIEL), 2-B","L'ALACANTÍ","965 50 78 89   ","childrenislatabarca@gmail.com","","","","","","03008 - ALACANT","mailto:childrenislatabarca@gmail.com","Comedor; Huerto; Cursos de verano; Inglés"
"Código: 03019688","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE COLORÍN COLORADO","Régimen: PRIVADO","Calle DOCTOR BERGUEZ, 37-39","L'ALACANTÍ","965 25 61 99   ","info@ycolorincolorado.es","","","","","","03012 - ALACANT","mailto:info@ycolorincolorado.es","Comedor; Cursos de verano"
"Código: 03019767","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE EL ALMENDRO","Régimen: PRIVADO","Calle MARTIN LUTHER KING, 2","L'ALACANTÍ","965 91 00 67   ","solpitu@yahoo.es","","","","","","03010 - ALACANT","mailto:solpitu@yahoo.es",""
"Código: 03021154","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE GOOGIE'S","Régimen: PRIVADO","Calle MAESTRO JOSÉ GARBERÍ SERRANO, 11","L'ALACANTÍ","651 61 82 54   ","info@googies.es","","","","","","03540 - ALACANT","mailto:info@googies.es","Comedor; Biblioteca; Aula de idiomas; Huerto; Cursos de verano; Inglés; Valenciano"
"Código: 03018571","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE GRAN VÍA ALBUFERETA","Régimen: PRIVADO","Calle ESPORTISTA JUAN MATOS (LOCAL 5), 2","L'ALACANTÍ","966 10 66 33   ","escuelainfantilgranvia@gmail.com","","","","","","03015 - ALACANT","mailto:escuelainfantilgranvia@gmail.com","Comedor"
"Código: 03018404","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE GRAN VÍA PARQUE AVENTURA","Régimen: PRIVADO","Calle PINTOR XAVIER SOLER, 13","L'ALACANTÍ","966 35 40 50   ","escuelainfantilgranvia@gmail.com","","","","","","03015 - ALACANT","mailto:escuelainfantilgranvia@gmail.com","Comedor"
"Código: 03019317","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE HORMIGUITAS","Régimen: PRIVADO","Avenida PINTOR PÉREZ GIL, 14","L'ALACANTÍ","965 26 61 07   ","info@ceihormiguitas.com","","","","","","03540 - ALACANT","mailto:info@ceihormiguitas.com","Comedor; Cursos de verano; Inglés"
"Código: 03020617","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE KID'S GARDEN","Régimen: PRIVADO","Avenida COSTA BLANCA (LOCAL 1), 16","L'ALACANTÍ","965 77 20 68   ","kidsgardenalicante@kidsgarden.net","","","","","","03540 - ALACANT","mailto:kidsgardenalicante@kidsgarden.net","Comedor; Aula Informática; Aula de idiomas; Inglés"
"Código: 03019470","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LA COMETA","Régimen: PRIVADO","Avenida DE DÉNIA, 152","L'ALACANTÍ","965 26 22 12   ","lacometaescuela@gmail.com","","","","","","03016 - ALACANT","","Comedor; Aula música; Huerto; Piscina; Cursos de verano; Inglés"
"Código: 03016687","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LA MAR SALADA","Régimen: PRIVADO","Calle MANUEL AZAÑA, S/N","L'ALACANTÍ","965 15 97 42   ","info@eilamarsalada.com","","","","","","03540 - ALACANT","mailto:info@eilamarsalada.com",""
"Código: 03019706","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LA MAR SALADA CONDOMINA","Régimen: PRIVADO","Avenida DE LA CONDOMINA, 83","L'ALACANTÍ","965 15 08 97   ","info@eilamarsalada.com","","","","","","03540 - ALACANT","mailto:info@eilamarsalada.com","Comedor; Aula de idiomas; Cursos de verano; Inglés"
"Código: 03020526","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LITTLE LAND","Régimen: PRIVADO","Calle CALIGUA, 6","L'ALACANTÍ","638 00 87 60   ","direccion@little-land.es","","","","","","03112 - ALACANT","mailto:direccion@little-land.es","Comedor; Cafetería/Bar; Biblioteca; Huerto; Piscina; Cursos de verano; Inglés"
"Código: 03019536","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE LOS OLIVOS 2","Régimen: PRIVADO","Calle ALONSO CANO, 40","L'ALACANTÍ","965 25 47 52   ","ceilosolivos@gmail.com","","","","","","03012 - ALACANT","mailto:ceilosolivos@gmail.com","Comedor"
"Código: 03020095","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE MI COLE","Régimen: PRIVADO","Calle AGUSTÍN JIMÉNEZ NARVALAZ, S/N","L'ALACANTÍ","965 25 21 89   ","micolealicante@gmail.com","","","","","","03010 - ALACANT","","Comedor; Cursos de verano; Castellano"
"Código: 03011801","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE MONTESSORI","Régimen: PRIVADO","Calle HONDÓN DE LOS FRAILES, 2","03005 - ALACANT","965 25 62 45   ","965 25 56 80","38,354571","-0,496369","MONTESSORI, ESCUELA INFANTIL, SL","","L'ALACANTÍ","info@eimontessori.com","mailto:info@eimontessori.com","Transporte; Comedor; Aula Informática; Aula música; Huerto; I. Deportivas; Piscina; Inglés"
"Código: 03019691","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NINÓN","Régimen: PRIVADO","Calle JOSÉ DE CABO PALOMARES, 35","L'ALACANTÍ","966 08 11 74   ","guarderianinon@gmail.com","","","","","","03008 - ALACANT","","Comedor; Aula de idiomas; Aula música; Cursos de verano; Inglés"
"Código: 03014915","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE NUESTRA ESCUELA GARABATOS","Régimen: PRIVADO","Calle JÁVEA, 15","L'ALACANTÍ","965 17 30 01   ","direccion@nuestraescuelagarabatos.com","","","","","","03009 - ALACANT","mailto:direccion@nuestraescuelagarabatos.com","Comedor; I. Deportivas"
"Código: 03018684","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE PEQUEÑO MUNDO","Régimen: PRIVADO","Calle PADRE RECADERO DE LOS RÍOS, 14","L'ALACANTÍ","966 30 52 05   ","escuelainfantilpequenomundo@gmail.com","","","","","","03005 - ALACANT","mailto:escuelainfantilpequenomundo@gmail.com","Transporte; Comedor; Aula de idiomas; Aula música; Inglés"
"Código: 03019676","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE PETER PAN","Régimen: PRIVADO","Calle PLUS ULTRA, 50","L'ALACANTÍ","965 25 62 64   ","cei.peter.pan.1986@gmail.com","","","","","","03012 - ALACANT","",""
"Código: 03018431","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE PICAPIEDRA","Régimen: PRIVADO","Calle DEPORTISTAS HERMANOS TORRES, 12","L'ALACANTÍ","965 15 06 63   ","nataliaburilloa@hotmail.com","","","","","","03016 - ALACANT","mailto:nataliaburilloa@hotmail.com","Comedor"
"Código: 03018416","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE PRINCESA MERCEDES","Régimen: PRIVADO","Calle PRINCESA MERCEDES, 12-14","L'ALACANTÍ","965 10 38 91   ","ceipmercedes@hotmail.com","","","","","","03006 - ALACANT","","Comedor; Cursos de verano; Inglés; Castellano; Valenciano"
"Código: 03020848","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE PRINCESA MERCEDES BABEL","Régimen: PRIVADO","Plaza FARMACÉUTICO LUIS GISBERT, 1","L'ALACANTÍ","965 50 64 47   ","ceipmercedes@hotmail.com","","","","","","03008 - ALACANT","","Comedor; Huerto; Inglés; Castellano; Valenciano"
"Código: 03021622","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE SOMOS COLORES","Régimen: PRIVADO","Calle VILA DE SANT JOAN D'ALACANT, 72","L'ALACANTÍ","659 03 74 83   ","eisomoscolores@gmail.com","","","","","","03540 - ALACANT","mailto:eisomoscolores@gmail.com","Comedor; Aula de idiomas; Aula música; Cursos de verano; Inglés; Castellano"
"Código: 03009956","CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE VISTAHERMOSA FAMILY SCHOOL","Régimen: PRIVADO","Avenida DE LA ALBUFERETA, 25","L'ALACANTÍ","965 15 17 52   ","info@familyschool.es","","","","","","03016 - ALACANT","mailto:info@familyschool.es","Transporte; Comedor; Aula Informática; Aula música; I. Deportivas; Inglés"
"Código: 03012803","CENTRE PRIVAT D'EDUCACIÓ INFANTIL ÁNGEL DE LA GUARDA","Régimen: PRIVADO","Calle DUQUE DE RIVAS, 10","03016 - ALACANT","965 26 18 99   ","965 26 19 00","38,366665","-0,455025","ASOCIACIÓN CULTURAL FORINT, SA","","L'ALACANTÍ","sec.inf@angeldelaguarda.eu","mailto:sec.inf@angeldelaguarda.eu","Transporte; Comedor; Biblioteca; I. Deportivas; Inglés"
"Código: 03000931","CENTRE PRIVAT D'EDUCACIÓ INFANTIL CIUDAD INFANTIL SAN JORGE","Régimen: PRIVADO","Avenida DEL DOCTOR RICO, 15","03005 - ALACANT","965 92 76 61   ","965 22 75 47","38,35384","-0,498204","CIUDAD INFANTIL SAN JORGE, SL","","L'ALACANTÍ","info@ciudadinfantilsanjorge.com","mailto:info@ciudadinfantilsanjorge.com","Transporte; Comedor; Aula Informática; I. Deportivas; Inglés"
"Código: 03014150","CENTRE PRIVAT D'EDUCACIÓ INFANTIL ELISA TOMÁS YUSTI","Régimen: PRIVADO","Calle CAMINO DEL FARO, 31","L'ALACANTÍ","965 26 30 21   ","elitoyu@yahoo.es","","","","","","03540 - ALACANT","mailto:elitoyu@yahoo.es","Transporte; Comedor; I. Deportivas; Inglés"
"Código: 03014174","CENTRE PRIVAT D'EDUCACIÓ INFANTIL NIDO","Régimen: PRIVADO","Calle EL CHOPO, 11-13","03015 - ALACANT","965 15 68 51   ","965 26 81 85","38,371624","-0,462145","NIDO EDUCA, SL","","L'ALACANTÍ","administracion@nidoeduca.com","mailto:administracion@nidoeduca.com","Transporte; Comedor; Biblioteca; Aula música; I. Deportivas; Inglés"
"Código: 03011355","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA ALTOZANO","Régimen: PRIVADO  -  CONCERTADO","Calle ISLA DE CORFÚ, 2","L'ALACANTÍ","965 92 56 66   ","altozano@fomento.edu","","","","","","03005 - ALACANT","mailto:altozano@fomento.edu","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Francés; Inglés; Alemán; Adscrito al programa de banco de libros; Aplica el Portfolio Europeo de las Lenguas"
"Código: 03014113","CENTRE PRIVAT D'EDUCACIÓ PRIMÀRIA I SECUNDÀRIA ÁNGEL DE LA GUARDA II","Régimen: PRIVADO","Calle ANDALUCÍA, 20","03016 - ALACANT","965 26 18 99   ","965 26 19 00","38,366817","-0,454986","ASOCIACIÓN CULTURAL FORINT, SAU","","L'ALACANTÍ","sec.primeso@angeldelaguarda.eu","mailto:sec.primeso@angeldelaguarda.eu","Transporte; Comedor; Biblioteca; Laboratorio/Taller; Aula música; I. Deportivas; Inglés"
"Código: 03019743","CENTRE PRIVAT DE BATXILLERAT ÁNGEL DE LA GUARDA III","Régimen: PRIVADO","Calle ANDALUCÍA, 17","03016 - ALACANT","965 26 18 99   ","965 26 19 00","38,367057","-0,454508","INSTITUTO SECULAR IGNIS ARDENS","","L'ALACANTÍ","sec.bac@angeldelaguarda.eu","mailto:sec.bac@angeldelaguarda.eu","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; I. Deportivas; Gimnasio; Francés; Inglés; Alemán; Valenciano"
"Código: 03001787","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA CALASANCIO","Régimen: PRIVADO  -  CONCERTADO","Avenida DE DÉNIA, 76","03016 - ALACANT","965 26 25 10   ","965 15 14 00","38,358375","-0,468228","HIJAS DE LA DIVINA PASTORA CALASANCIA","","L'ALACANTÍ","secretaria@calasancioalicante.org","mailto:secretaria@calasancioalicante.org","Transporte; Comedor; Aula Informática; Biblioteca; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés; Aplica el Portfolio Europeo de las Lenguas"
"Código: 03001428","CENTRE PRIVAT D'EDUCACIÓ INFANTIL I PRIMÀRIA CENTRO DIOCESANO NTRA.SRA.DEL CARMEN DE CASALARGA","Régimen: PRIVADO  -  CONCERTADO","Plaza GARCÍA LORCA, 16","03015 - ALACANT","965 18 35 37   ","965 18 35 37","38,372124","-0,479611","OBISPADO DE ORIHUELA-ALACANT","","L'ALACANTÍ","casalarga@planalfa.es","mailto:casalarga@planalfa.es","Comedor; Biblioteca; I. Deportivas; Francés; Inglés; Adscrito al programa de banco de libros"
"Código: 03000904","CENTRE PRIVAT D'EDUCACIÓ INFANTIL, PRIMÀRIA I SECUNDÀRIA CEU JESÚS MARÍA","Régimen: PRIVADO  -  CONCERTADO","Calle DEPORTISTA ALEJANDRA QUEREDA, 15","03016 - ALACANT","965 26 14 00   ","965 26 15 33","38,371102","-0,45383","FUNDACIÓN UNIVERSITARIA SAN PABLO-CEU","","L'ALACANTÍ","colegioalicante@colegioceu.es","mailto:colegioalicante@colegioceu.es","Transporte; Comedor; Aula Informática; Biblioteca; Aula de idiomas; Laboratorio/Taller; Salón actos; Aula música; Gimnasio; I. Deportivas; Francés; Inglés"
